user_id,item_id,rating
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00OE6XBNO,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B01M3RMQMG,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B07B8PKD64,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B01FWPZQRY,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B003TFETP0,4.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B015GB04IK,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B074QQ2X81,4.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00MY8JUD4,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B06XQ655PC,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B06XYHLZLR,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B01MEGRNER,4.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00LXRJICK,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00BVFM04C,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00H3I2OQU,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00CBZAI7M,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B01JBFLIKK,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B004UB0WTY,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B0065QVAOI,1.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B018SCGDWK,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B004XDWJ18,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B002OHD1WQ,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B01991O5UG,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B01EKQZD3I,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00CMHMB6A,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00B5J4R2C,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00AHY0SYM,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B009DRUP9C,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00YW3JBVU,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00QQGRIES,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B01M34RQKI,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00D4B53UE,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B013F9NVY4,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00NLJHSQ6,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B005SZ132Q,3.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00A6RRH1C,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00QFR1IXK,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00PFR7D9E,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00N2VQW2Y,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B007U7WMI4,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B003KVL35W,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00CDXPBGU,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B00DQGMT6S,5.0
